,date,value
1031,2022-12-14,3995.32
1032,2022-12-15,3895.75
1033,2022-12-16,3852.36
1034,2022-12-19,3817.66
1035,2022-12-20,3821.62
1036,2022-12-21,3878.44
1037,2022-12-22,3822.39
1038,2022-12-23,3844.82
1040,2022-12-27,3829.25
1041,2022-12-28,3783.22
1042,2022-12-29,3849.28
1043,2022-12-30,3839.5
1045,2023-01-03,3824.14
1046,2023-01-04,3852.97
1047,2023-01-05,3808.1
1048,2023-01-06,3895.08
1049,2023-01-09,3892.09
1050,2023-01-10,3919.25
1051,2023-01-11,3969.61
1052,2023-01-12,3983.17
1053,2023-01-13,3999.09
1055,2023-01-17,3990.97
1056,2023-01-18,3928.86
1057,2023-01-19,3898.85
1058,2023-01-20,3972.61
1059,2023-01-23,4019.81
1060,2023-01-24,4016.95
1061,2023-01-25,4016.22
1062,2023-01-26,4060.43
1063,2023-01-27,4070.56
1064,2023-01-30,4017.77
1065,2023-01-31,4076.6
1066,2023-02-01,4119.21
1067,2023-02-02,4179.76
1068,2023-02-03,4136.48
1069,2023-02-06,4111.08
1070,2023-02-07,4164.0
1071,2023-02-08,4117.86
1072,2023-02-09,4081.5
1073,2023-02-10,4090.46
1074,2023-02-13,4137.29
1075,2023-02-14,4136.13
1076,2023-02-15,4147.6
1077,2023-02-16,4090.41
1078,2023-02-17,4079.09
1080,2023-02-21,3997.34
1081,2023-02-22,3991.05
1082,2023-02-23,4012.32
1083,2023-02-24,3970.04
1084,2023-02-27,3982.24
1085,2023-02-28,3970.15
1086,2023-03-01,3951.39
1087,2023-03-02,3981.35
1088,2023-03-03,4045.64
1089,2023-03-06,4048.42
1090,2023-03-07,3986.37
1091,2023-03-08,3992.01
1092,2023-03-09,3918.32
1093,2023-03-10,3861.59
1094,2023-03-13,3855.76
1095,2023-03-14,3919.29
1096,2023-03-15,3891.93
1097,2023-03-16,3960.28
1098,2023-03-17,3916.64
1099,2023-03-20,3951.57
1100,2023-03-21,4002.87
1101,2023-03-22,3936.97
1102,2023-03-23,3948.72
1103,2023-03-24,3970.99
1104,2023-03-27,3977.53
1105,2023-03-28,3971.27
1106,2023-03-29,4027.81
1107,2023-03-30,4050.83
1108,2023-03-31,4109.31
1109,2023-04-03,4124.51
1110,2023-04-04,4100.6
1111,2023-04-05,4090.38
1112,2023-04-06,4105.02
1114,2023-04-10,4109.11
1115,2023-04-11,4108.94
1116,2023-04-12,4091.95
1117,2023-04-13,4146.22
1118,2023-04-14,4137.64
1119,2023-04-17,4151.32
1120,2023-04-18,4154.87
1121,2023-04-19,4154.52
1122,2023-04-20,4129.79
1123,2023-04-21,4133.52
1124,2023-04-24,4137.04
1125,2023-04-25,4071.63
1126,2023-04-26,4055.99
1127,2023-04-27,4135.35
1128,2023-04-28,4169.48
1129,2023-05-01,4167.87
1130,2023-05-02,4119.58
1131,2023-05-03,4090.75
1132,2023-05-04,4061.22
1133,2023-05-05,4136.25
1134,2023-05-08,4138.12
1135,2023-05-09,4119.17
1136,2023-05-10,4137.64
1137,2023-05-11,4130.62
1138,2023-05-12,4124.08
1139,2023-05-15,4136.28
1140,2023-05-16,4109.9
1141,2023-05-17,4158.77
1142,2023-05-18,4198.05
1143,2023-05-19,4191.98
1144,2023-05-22,4192.63
1145,2023-05-23,4145.58
1146,2023-05-24,4115.24
1147,2023-05-25,4151.28
1148,2023-05-26,4205.45
1150,2023-05-30,4205.52
1151,2023-05-31,4179.83
1152,2023-06-01,4221.02
1153,2023-06-02,4282.37
1154,2023-06-05,4273.79
1155,2023-06-06,4283.85
1156,2023-06-07,4267.52
1157,2023-06-08,4293.93
1158,2023-06-09,4298.86
1159,2023-06-12,4338.93
1160,2023-06-13,4369.01
1161,2023-06-14,4372.59
1162,2023-06-15,4425.84
1163,2023-06-16,4409.59
1165,2023-06-20,4388.71
1166,2023-06-21,4365.69
1167,2023-06-22,4381.89
1168,2023-06-23,4348.33
1169,2023-06-26,4328.82
1170,2023-06-27,4378.41
1171,2023-06-28,4376.86
1172,2023-06-29,4396.44
1173,2023-06-30,4450.38
1174,2023-07-03,4455.59
1176,2023-07-05,4446.82
1177,2023-07-06,4411.59
1178,2023-07-07,4398.95
1179,2023-07-10,4409.53
1180,2023-07-11,4439.26
1181,2023-07-12,4472.16
1182,2023-07-13,4510.04
1183,2023-07-14,4505.42
1184,2023-07-17,4522.79
1185,2023-07-18,4554.98
1186,2023-07-19,4565.72
1187,2023-07-20,4534.87
1188,2023-07-21,4536.34
1189,2023-07-24,4554.64
1190,2023-07-25,4567.46
1191,2023-07-26,4566.75
1192,2023-07-27,4537.41
1193,2023-07-28,4582.23
1194,2023-07-31,4588.96
1195,2023-08-01,4576.73
1196,2023-08-02,4513.39
1197,2023-08-03,4501.89
1198,2023-08-04,4478.03
1199,2023-08-07,4518.44
1200,2023-08-08,4499.38
1201,2023-08-09,4467.71
1202,2023-08-10,4468.83
1203,2023-08-11,4464.05
1204,2023-08-14,4489.72
1205,2023-08-15,4437.86
1206,2023-08-16,4404.33
1207,2023-08-17,4370.36
1208,2023-08-18,4369.71
1209,2023-08-21,4399.77
1210,2023-08-22,4387.55
1211,2023-08-23,4436.01
1212,2023-08-24,4376.31
1213,2023-08-25,4405.71
1214,2023-08-28,4433.31
1215,2023-08-29,4497.63
1216,2023-08-30,4514.87
1217,2023-08-31,4507.66
1218,2023-09-01,4515.77
1220,2023-09-05,4496.83
1221,2023-09-06,4465.48
1222,2023-09-07,4451.14
1223,2023-09-08,4457.49
1224,2023-09-11,4487.46
1225,2023-09-12,4461.9
1226,2023-09-13,4467.44
1227,2023-09-14,4505.1
1228,2023-09-15,4450.32
1229,2023-09-18,4453.53
1230,2023-09-19,4443.95
1231,2023-09-20,4402.2
1232,2023-09-21,4330.0
1233,2023-09-22,4320.06
1234,2023-09-25,4337.44
1235,2023-09-26,4273.53
1236,2023-09-27,4274.51
1237,2023-09-28,4299.7
1238,2023-09-29,4288.05
1239,2023-10-02,4288.39
1240,2023-10-03,4229.45
1241,2023-10-04,4263.75
1242,2023-10-05,4258.19
1243,2023-10-06,4308.5
1244,2023-10-09,4335.66
1245,2023-10-10,4358.24
1246,2023-10-11,4376.95
1247,2023-10-12,4349.61
1248,2023-10-13,4327.78
1249,2023-10-16,4373.63
1250,2023-10-17,4373.2
1251,2023-10-18,4314.6
1252,2023-10-19,4278.0
1253,2023-10-20,4224.16
1254,2023-10-23,4217.04
1255,2023-10-24,4247.68
1256,2023-10-25,4186.77
1257,2023-10-26,4137.23
1258,2023-10-27,4117.37
1259,2023-10-30,4166.82
1260,2023-10-31,4193.8
1261,2023-11-01,4237.86
1262,2023-11-02,4317.78
1263,2023-11-03,4358.34
1264,2023-11-06,4365.98
1265,2023-11-07,4378.38
1266,2023-11-08,4382.78
1267,2023-11-09,4347.35
1268,2023-11-10,4415.24
1269,2023-11-13,4411.55
1270,2023-11-14,4495.7
1271,2023-11-15,4502.88
1272,2023-11-16,4508.24
1273,2023-11-17,4514.02
1274,2023-11-20,4547.38
1275,2023-11-21,4538.19
1276,2023-11-22,4556.62
1278,2023-11-24,4559.34
1279,2023-11-27,4550.43
1280,2023-11-28,4554.89
1281,2023-11-29,4550.58
1282,2023-11-30,4567.8
1283,2023-12-01,4594.63
1284,2023-12-04,4569.78
1285,2023-12-05,4567.18
1286,2023-12-06,4549.34
1287,2023-12-07,4585.59
1288,2023-12-08,4604.37
1289,2023-12-11,4622.44
1290,2023-12-12,4643.7
1291,2023-12-13,4707.09
1292,2023-12-14,4719.55
1293,2023-12-15,4719.19
1294,2023-12-18,4740.56
1295,2023-12-19,4768.37
1296,2023-12-20,4698.35
1297,2023-12-21,4746.75
1298,2023-12-22,4754.63
1300,2023-12-26,4774.75
1301,2023-12-27,4781.58
1302,2023-12-28,4783.35
1303,2023-12-29,4769.83
